heat_no,charge_mass_t,scrap_frac,dri_frac,pig_frac,returns_frac,charge_C_pct,charge_Si_pct,charge_Mn_pct,charge_Cu_pct,energy_kWh,power_on_min,avg_power_kW,O2_Nm3,flux_CaO_kg,hot_heel_t,lining_age_heats,tap_target_C,meas_T_C,meas_C_pct,meas_energy_kWh,true_T_C,true_C_pct,true_Cu_pct,SEC_kWh_per_t,tap_to_tap_min,B2,pct_FeO,phys_T_C,phys_C_pct,phys_SEC
11,12.047232950817802,1.0,0.0,0.0,0.0,0.11470313576937255,0.27814521651336316,0.32209904782724136,0.21845475255827607,6517.76871644852,120.0,3258.88435822426,0.0,110.8345431475238,0.889028011380436,11,1620.3258216702823,1557.7215411824911,0.11698607464719804,6517.76871644852,1551.674223136236,0.11476332303996573,0.18381302954101536,696.6243759567682,120.0,2.433716157214406,1.0768884644435652,1597.256553983213,0.11469809503817863,606.0199006775794
12,11.802980095075144,1.0,0.0,0.0,0.0,0.2848643735689205,0.3077763731809742,0.3956710365129342,0.11977380876559357,6211.318731235742,120.0,3105.6593656178707,0.0,108.58741687469133,0.8872040563771229,12,1621.1485935547566,1532.9808411022152,0.2880739970718984,6211.318731235742,1532.9889572126513,0.29204846246125726,0.13322794339393057,791.1360440787537,120.0,2.3878183356472023,0.6679975861817322,1573.803607992017,0.28397847376368274,644.1411507572254
13,11.608507052455412,1.0,0.0,0.0,0.0,0.3865436416577216,0.21429484632383722,0.28409661560950394,0.12407819831494786,7077.926868541702,120.0,3538.963434270851,0.0,106.7982648825898,0.2717140762233183,13,1618.7681314373779,1627.1171007502362,0.3270238942751441,7077.926868541702,1626.2592849684638,0.3258369367629623,0.1334063995373036,625.9037490948026,120.0,2.415591882273456,1.4028168078753245,1706.1843502794454,0.3815938665545178,609.7202112052084
14,12.003392247119187,1.0,0.0,0.0,0.0,0.30627004875536185,0.23700759465965002,0.42335734097360767,0.1942870472009558,6754.222895269483,120.0,3377.1114476347416,0.0,110.43120867349653,0.9182052296217184,14,1618.9392408389185,1581.1746324350208,0.3670249598596547,6754.222895269483,1585.7807090731308,0.366559538916886,0.20334665524849804,638.6908248416552,120.0,2.48007841861415,1.1923829136342752,1629.3032401061082,0.305180306638852,586.8097850587079
15,12.21570560894059,1.0,0.0,0.0,0.0,0.48811582994980585,0.2785428727604375,0.320180881594405,0.16004728500320756,7593.024231780331,106.0,4297.938244403961,0.0,112.38449160225345,0.48577032060189523,15,1622.7829887387363,1690.265193791328,0.4483649198284988,7593.024231780331,1697.8614387473544,0.44297407061304916,0.17649010917024247,619.0953066205036,106.0,2.445264842322937,1.2421377786553793,1789.3679129885336,0.4804152783283457,621.5156517739376
16,11.600675911549542,1.0,0.0,0.0,0.0,0.3009730902480565,0.22613425868572443,0.22084653558350203,0.25826456076621107,7291.62767605563,118.91666666666667,3679.0272787386502,0.0,106.7262183862558,0.7334722126465427,16,1619.7109411049557,1680.5796050022477,0.30906046311839197,7291.62767605563,1677.0481081000294,0.31517794993886145,0.2950761725743532,628.0970492973825,118.91666666666667,2.4089929861317394,1.576976126413145,1769.3752844215046,0.29827501663910405,628.5705612696892
17,12.079022770583611,1.0,0.0,0.0,0.0,0.2571832001411828,0.2908375973728149,0.30679542981530894,0.22458162527743686,7448.087182751511,120.0,3724.0435913757556,0.0,111.12700948936923,0.6462205612313144,17,1619.6446989943515,1670.7457791938643,0.2555727789301,7448.087182751511,1666.323039359213,0.2616705667229475,0.22318632826560086,620.0156812472186,120.0,2.4484966319495673,1.660310933601,1757.4149341348566,0.2566153188699327,616.636660233804
18,12.038149330131406,1.0,0.0,0.0,0.0,0.1936462769032581,0.29698601102558736,0.2744419655255699,0.1576380594857893,6560.620527714216,120.0,3280.310263857108,0.0,110.75097383720895,0.5639001027074658,18,1624.4817723148917,1562.1857978471273,0.2442082913572106,6560.620527714216,1558.9042850089763,0.2480535535378119,0.15452452122790233,691.2776105457593,120.0,2.371147260988141,0.9971044716648139,1598.8516192252605,0.1934423415505318,608.1827562768675
19,12.137194273131374,1.0,0.0,0.0,0.0,0.554227432523397,0.055830626552642884,0.37322939879957817,0.12893199282033452,7503.106236310293,119.91666666666667,3754.1601738314184,0.0,111.66218731280864,0.7764110792775788,19,1619.1780658384932,1675.2404274024373,0.47082822043132216,7503.106236310293,1678.3056512071407,0.47108814895037004,0.1351227903094447,619.1681555017612,119.91666666666667,2.4353425351382474,1.2739000790739603,1764.1451323285764,0.5374726964615506,618.1876704462571
20,11.806005996385444,1.0,0.0,0.0,0.0,0.3220211488283562,0.161819711186386,0.39827662213991927,0.15856372094809185,6450.154820175261,120.0,3225.0774100876306,0.0,108.6152551667461,0.7010763605155174,20,1614.1407631883337,1547.3139315443025,0.341418600619823,6450.154820175261,1548.3927330232177,0.34362904783388243,0.1888180861571499,709.9468932369414,120.0,2.417329640936934,1.0614303655550168,1596.4553747174714,0.3195042213269575,612.5491203487087
21,11.855374104147469,1.0,0.0,0.0,0.0,0.3882775101439349,0.21066289882840025,0.3281302580236697,0.10260752412335397,6897.518663680894,120.0,3448.759331840447,0.0,109.06944175815673,0.8181479627358744,21,1604.8048821115983,1586.0770460364486,0.36493975037312015,6897.518663680894,1584.5682164240197,0.3709084375054383,0.10007733014601722,628.6214890963455,120.0,2.362890957556385,1.1931425352210439,1659.2505805961378,0.38545838519397513,588.0626308880722
22,12.039346155694828,1.0,0.0,0.0,0.0,0.4882443752397931,0.20713993547650852,0.3765961196078767,0.19249468760529737,7478.237673639488,106.0,4232.964720928012,0.0,110.76198463239243,0.7420482855761931,22,1610.1632440107412,1697.2062261346432,0.45911437046287695,7478.237673639488,1694.8835390110544,0.45933493179416096,0.19379989806248052,620.208293134421,106.0,2.5068896152235842,1.2203595953878783,1785.7238847776935,0.48017787742977963,621.1090352217834
23,11.635656817170393,1.0,0.0,0.0,0.0,0.3459411032540588,0.12305570690288747,0.2766657053829742,0.305643504314112,7378.288103787662,115.91666666666667,3819.0995217304935,0.0,107.04804271796762,0.32315936339283163,23,1619.0443961656094,1677.2598398309203,0.31710715990867455,7378.288103787662,1677.4534425882398,0.3163132391335238,0.25347504975489554,629.0205228611626,115.91666666666667,2.3957557766746085,1.6974797624894555,1779.5818772032685,0.3390543912095838,634.1346584282986
24,11.763131149151315,1.0,0.0,0.0,0.0,0.44412431957803566,0.1324044674180525,0.37687858348098036,0.2477267805285933,6263.158507267275,120.0,3131.5792536336376,0.0,108.22080657219212,0.4319539602713442,24,1624.052706392213,1538.7047079864217,0.4688642202467145,6263.158507267275,1537.6643570099054,0.47255610511816687,0.2626520875911648,785.2755548803522,120.0,2.5183912800688955,1.1134618249398016,1575.0876492722423,0.4361356093532634,648.3550595922078
25,11.472104197187551,1.0,0.0,0.0,0.0,0.42596790877262763,0.16071787021598316,0.3192821727225452,0.2567369941884103,6107.023783278291,120.0,3053.5118916391457,0.0,105.54335861412547,0.48343773992479355,25,1622.9922942028836,1528.3188242077324,0.4237645349778452,6107.023783278291,1531.8790653762157,0.4252113910805573,0.31984815755853546,807.1824044195903,120.0,2.490273276428419,0.9911410031321108,1569.787130362909,0.4189282253678313,662.7254101439473
26,11.948277942675418,1.0,0.0,0.0,0.0,0.38742148797073783,0.17329248525153654,0.3493057083145164,0.09967747824423012,7429.827111554684,112.58333333333333,3959.641391798203,0.0,109.92415707261385,0.6828434997902245,26,1624.1057390288834,1682.7019686567326,0.34768012956486644,7429.827111554684,1690.8110121457048,0.3451292903908776,0.10426439392074584,622.4838443313633,112.58333333333333,2.4813427464122317,1.738103057824848,1774.2792702524466,0.3813604914389973,621.8362486353199
27,11.442502804108837,1.0,0.0,0.0,0.0,0.47150271023341334,0.20558828345263672,0.24340374285125096,0.14121499168653912,6181.313304009336,120.0,3090.656652004668,0.0,105.2710257978013,0.7406740873498467,27,1619.3430531289382,1541.3137381300987,0.4090067631354203,6181.313304009336,1542.5682630868691,0.40929893535918555,0.17986897681631173,746.2879625768084,120.0,2.4061069217129645,0.8342470701736063,1580.3892376713966,0.46516240774966394,637.678278175874
28,11.450296086737,1.0,0.0,0.0,0.0,0.1969108810174152,0.2105960884295629,0.5031343969420534,0.21080603257364175,7223.582092115523,120.0,3611.7910460577614,0.0,105.34272399798041,0.7478284814112464,28,1618.7570473031806,1679.13061507938,0.19962077736290346,7223.582092115523,1675.457511715641,0.19854142684661502,0.2423840108064931,630.6384308953677,120.0,2.4576455444761893,1.7259604327461955,1767.0697115971698,0.19684518765833378,630.9952250935172
29,12.333751725407748,1.0,0.0,0.0,0.0,0.33738586419130845,0.1824725244221829,0.33616846325643907,0.17013771399507055,7549.828259874625,111.91666666666667,4047.5624326952566,0.0,113.4705158737513,0.9261714431454449,29,1629.5213966938713,1686.6241763661913,0.282325042225858,7549.828259874625,1687.4227953539653,0.28845836858804946,0.15978687302181552,614.440858683012,111.91666666666667,2.4852599145625995,1.636042544443979,1772.2265954696304,0.3338208306753795,612.1330147303902
30,12.307908844761013,1.0,0.0,0.0,0.0,0.24149248109803742,0.2826328317202131,0.31359824880577314,0.15952371870357074,7416.919784787539,120.0,3708.4598923937697,0.0,113.23276137180132,0.2912325557147866,30,1618.312276237676,1640.3407541644474,0.2373216141818322,7416.919784787539,1640.6994558161532,0.24019478252572976,0.1931953840660204,612.9081055331109,120.0,2.375874682716172,1.5503793048069228,1721.3854048334183,0.24087211132022676,602.631282451132
31,11.43271350517689,1.0,0.0,0.0,0.0,0.3445888004910337,0.16626721082186657,0.3456876687938837,0.13157711791866106,7140.443962380664,120.0,3570.221981190332,0.0,105.1809642476274,0.28355137702256894,31,1624.790625843037,1663.2529864514722,0.3949689050243722,7140.443962380664,1661.029524403507,0.39528389647048356,0.13954509973531987,629.6001033709908,120.0,2.4743394592163863,1.618752757364045,1737.4614810576527,0.33979150390904633,624.6187454896104
32,11.928054881778243,1.0,0.0,0.0,0.0,0.2922687462685083,0.19455318301439203,0.3121375414413629,0.2801070347670549,7210.125236925907,120.0,3605.0626184629537,0.0,109.73810491235983,0.7455882156908166,32,1624.8775018298159,1625.5794988369173,0.30066507588749447,7210.125236925907,1629.9839536126165,0.2971934699337963,0.2693674728961013,616.5535086831835,120.0,2.4296084507190687,1.4034051085402743,1718.9093312727014,0.2909659404709229,604.5086564805915
33,12.164093301069263,1.0,0.0,0.0,0.0,0.36038625189997486,0.23255329735718594,0.4851572972626627,0.25157052899817006,7575.41532977459,117.16666666666667,3879.302302587272,0.0,111.90965836983722,0.7109131784169158,33,1633.8769282912792,1700.8668961861092,0.3692457083414558,7575.41532977459,1692.7778750491261,0.3701224310525484,0.2276235806966371,620.5217913478568,117.16666666666667,2.4854222689253223,1.586325262672595,1782.710921406961,0.3559967423189863,622.795638483377
34,11.884948163633618,1.0,0.0,0.0,0.0,0.3909117316984098,0.31420812970254625,0.2587826643030808,0.3152405856429833,7489.561485593416,104.75,4289.963619432983,0.0,109.3415231054293,0.437639783070599,34,1618.868700783024,1702.5060313993479,0.35320773729536037,7489.561485593416,1697.7496426451416,0.3587561889124183,0.2843267716290459,625.9956552233799,104.75,2.420327070516854,1.524152679289945,1798.3569368809722,0.3858582364356078,630.1055340384262
35,11.953016047076998,1.0,0.0,0.0,0.0,0.27243558019790537,0.2727372321826802,0.3568300725750971,0.2407524435766758,7463.284325644331,109.33333333333333,4095.7048128535966,0.0,109.96774763310839,0.27990293130332383,35,1627.2109333916246,1698.4223545367856,0.2595514454582684,7463.284325644331,1696.0669854982275,0.2504679002047387,0.2558473407677184,626.9837497063405,109.33333333333333,2.439841826771486,1.7015122513874812,1776.9912946663449,0.2713419388327795,624.408791554077
36,12.170981453190649,1.0,0.0,0.0,0.0,0.3389183424276409,0.35731219871535114,0.481493428252986,0.25810128708570285,7531.671586534717,106.83333333333333,4229.955961236346,0.0,111.97302936935398,0.5202371350022178,36,1619.8397534712112,1699.395561184351,0.3247360794983147,7531.671586534717,1697.4082670975877,0.3206439755537897,0.2395107059612093,618.3673022566777,106.83333333333333,2.4180414605299982,1.442758177663699,1780.2651340881462,0.33638515955932907,618.8155695844281
37,11.67899509950431,1.0,0.0,0.0,0.0,0.3949921533907756,0.20410082282776962,0.4178539691632492,0.19408525655025588,6691.851619886386,120.0,3345.925809943193,0.0,107.44675491543966,0.3657579991145549,37,1622.6166124041433,1577.1036638884714,0.3492359045107114,6691.851619886386,1576.8589737611164,0.34903805994367565,0.18535392500334405,655.3000936787631,120.0,2.4787887195411944,1.2224542369617242,1629.1083873445377,0.39111795139929856,597.1724490261038
38,11.49058448750076,1.0,0.0,0.0,0.0,0.28753181680185164,0.065618462969119,0.3356867432791668,0.20144693594289562,7311.261391027238,105.66666666666667,4151.50489080411,0.0,105.713377285007,0.28937251658268826,38,1614.1597936951061,1695.5093937378329,0.32782146181168653,7311.261391027238,1693.1760351165035,0.3288057511338676,0.18663696173331956,633.0035400116889,105.66666666666667,2.4455529025427185,1.7144141540179996,1789.5572883151603,0.2815994514795133,636.3745714443663
39,11.646701601556321,1.0,0.0,0.0,0.0,0.6550601233056371,0.1149062280129265,0.28285141007137915,0.17084676879873473,7273.014169154227,101.91666666666667,4281.741783966511,0.0,107.14965473431816,0.5937535203818344,39,1615.8060592385393,1690.0122249555684,0.49976390959467826,7273.014169154227,1698.9343405646546,0.4967646300670386,0.15245496649033047,626.4248748638697,101.91666666666667,2.590940120362266,1.1144832771715127,1775.3148637989211,0.6391926267573381,624.3833892193362
40,11.57803630957788,1.0,0.0,0.0,0.0,0.6095964634103131,0.20656347218808024,0.22365451342459833,0.15831287648170156,6942.807440699677,120.0,3471.4037203498383,0.0,106.51793404811652,0.49009609859641945,40,1614.5290267410312,1606.53216132661,0.5188967010427887,6942.807440699677,1609.095957312752,0.5157263541497814,0.15504427583454042,630.1710416987096,120.0,2.3910007789370304,1.084302996138442,1681.165943218146,0.5975651528542395,600.4633284355402
41,11.45664016073885,1.0,0.0,0.0,0.0,0.5199826951682526,0.33485493166571784,0.25383090770592037,0.2113969820430456,7258.652030413254,111.0,3923.595692115272,0.0,105.40108947879743,0.8266468416824153,41,1620.3550543811489,1690.8596997264644,0.5274508331056909,7258.652030413254,1691.369012649151,0.5286820579692976,0.24705504601750838,631.1714435830773,111.0,2.424136695780868,1.0200456083740321,1786.7386079669755,0.5125843585442232,633.5050642138821
42,11.483631763847221,1.0,0.0,0.0,0.0,0.34231343970107275,0.20256696426343054,0.2201823731097753,0.22590580752270267,7223.367651007124,110.33333333333333,3928.1153389162605,0.0,105.64941222739444,0.8851574365117421,42,1627.7794396654783,1691.2334176301174,0.4688927863927004,7223.367651007124,1690.675756611035,0.46747403368876106,0.20932992744345477,626.1861505252026,110.33333333333333,2.4426534248954432,1.1958461240110587,1778.6864727175875,0.3381795358511463,628.9998772749606
43,11.463287406854807,1.0,0.0,0.0,0.0,0.26808200674225796,0.25117574543254517,0.25808287278845954,0.3026217204677867,7140.2633451511165,119.75,3577.584974605987,0.0,105.46224414306423,0.669621777886316,43,1609.0893915999588,1669.0941249273985,0.2606866784849333,7140.2633451511165,1673.6996681363503,0.2542158158522179,0.3399778471976614,628.8720958118722,119.75,2.3933534554220364,1.5936171317451135,1744.5121950099951,0.26725952865548436,622.9183807715312
44,11.681416186772367,1.0,0.0,0.0,0.0,0.34542625637261376,0.202919410646763,0.30728703195363305,0.21670271003211514,7299.215011703641,107.41666666666667,4077.1410461028872,0.0,107.46902891830578,0.27544303702145967,44,1621.25657428361,1697.1089250611687,0.36466125837745883,7299.215011703641,1699.2311610298484,0.36613641458090446,0.19505551824938966,630.3570358863155,107.41666666666667,2.4862316290423965,1.5711233095562427,1766.432888329759,0.3411247377642917,624.8581129007058
45,11.714150222053707,1.0,0.0,0.0,0.0,0.42133868350756715,0.2722453934124137,0.35208200010259916,0.12858839777878298,7441.844145141703,108.33333333333333,4121.636757309251,0.0,107.77018204289412,0.2988431992459957,45,1621.707639061525,1699.5600819221625,0.3519681767189308,7441.844145141703,1697.000201321137,0.3472393093667699,0.15000999246007968,630.8629150189481,108.33333333333333,2.4336066436000636,1.5675600755654844,1795.9835088491645,0.41470626785915055,635.2458308615263
46,11.733473636105746,1.0,0.0,0.0,0.0,0.5544773218579806,0.2804372884198229,0.23351382275378854,0.18425653317214144,6842.831882365782,120.0,3421.415941182891,0.0,107.94795745217287,0.6672307109775165,46,1632.168208865463,1592.863579109171,0.46567107740577235,6842.831882365782,1594.6693295335613,0.47060293710462536,0.17674144975425862,635.0952677865098,120.0,2.390946324998009,1.0173963920882685,1654.313363474936,0.5471730456214914,591.2491241241693
47,11.74479545001928,1.0,0.0,0.0,0.0,0.3836649394787867,0.24468863745654204,0.36267412838179963,0.2675710082792606,7210.828790396369,120.0,3605.4143951981846,0.0,108.05211814017738,0.6824584541803541,47,1628.388305644179,1631.2133410158901,0.29019125663791223,7210.828790396369,1629.5396191942154,0.2859505835768813,0.24624523079159624,616.8272306751559,120.0,2.3973675958568923,1.5014529936780212,1734.028906482586,0.3792709481336243,613.9671316012608
48,11.829104895790685,1.0,0.0,0.0,0.0,0.21364260227975607,0.14566098847219136,0.2373772526191453,0.27283802595172557,7374.183942768555,111.16666666666667,3980.069294447796,0.0,108.82776504127432,0.8908099851639908,48,1610.460963591695,1686.3753818171663,0.21357330816912667,7374.183942768555,1681.9474253665044,0.21598582513971915,0.27357230627382845,620.6912429348589,111.16666666666667,2.4298278100956114,1.5390404693308974,1780.423063541563,0.2133507797590085,623.4387328163715
49,11.416836658409363,1.0,0.0,0.0,0.0,0.11770162414176986,0.17003084965989157,0.29621324687060757,0.23400300559097606,7134.426226946757,102.83333333333333,4162.71222317801,0.0,105.03489725736614,0.653226498693266,49,1622.4959139925859,1689.43350011534,0.11412154665261465,7134.426226946757,1687.8861621120063,0.1171674989263297,0.2152194627913886,628.2689115941962,102.83333333333333,2.4288977834538823,1.5398324172565876,1768.2772436495138,0.11770295907587984,624.9441880468457
50,11.528637056570124,1.0,0.0,0.0,0.0,0.35498741138599643,0.11609890084920912,0.22844041037852017,0.11447638761613484,7318.463000702341,115.91666666666667,3788.1332570134327,0.0,106.06346092044514,0.3836078506168295,50,1623.2082758268937,1683.5417960521795,0.28323038696046915,7318.463000702341,1681.232728962079,0.2858032752948851,0.11906680959841745,632.3861592697575,115.91666666666667,2.422181437166849,1.8021274065697603,1776.9114147653386,0.34737361800701033,634.8063045480635
51,11.844271138861568,1.0,0.0,0.0,0.0,0.24895667070494004,0.17405229224714625,0.4272165496082366,0.18630508174878524,7083.487960873137,120.0,3541.7439804365686,0.0,108.96729447752642,0.7543102524552412,51,1614.5302631550333,1616.9900503602466,0.1958544228206066,7083.487960873137,1611.120039066599,0.18949494618801063,0.1830154910224579,620.9279205670468,120.0,2.465715876452675,1.5943788648935229,1697.3939581102613,0.2482788047295747,598.1310958433728
52,11.887579611571004,1.0,0.0,0.0,0.0,0.2794269876642696,0.20823388204999702,0.19898815640083936,0.15586423160792856,7467.665912393272,110.58333333333333,4051.785574169673,0.0,109.36573242645325,0.5523295046476584,52,1614.616068590181,1687.5526060403356,0.2363804059205731,7467.665912393272,1692.1508018132972,0.2413238040019401,0.14051055279645966,623.6663337227034,110.58333333333333,2.4304250654505606,1.9251638822673385,1788.8147473755357,0.2772415469099336,628.1823145218706
53,11.735176238604478,1.0,0.0,0.0,0.0,0.37438094972566743,0.1404585342973983,0.3848427015079862,0.19247009100579332,7314.084995221611,114.75,3824.3581674361367,0.0,107.9636213951612,0.47259010646228317,53,1625.1092196922184,1680.081731125286,0.3948783312745273,7314.084995221611,1681.4794068360825,0.3890183057159828,0.217463284128333,628.0832709971465,114.75,2.4953425048244537,1.5523118312449258,1759.982591191183,0.367922504920158,623.2898050061034
54,11.49830298704074,1.0,0.0,0.0,0.0,0.2671477993165308,0.056168883983730315,0.5770847292667797,0.26938051853335865,6425.504409036077,120.0,3212.752204518039,0.0,105.78438748077481,0.533991420041622,54,1613.7327062538745,1561.0369791838632,0.2879400479091929,6425.504409036077,1562.4299762806118,0.2899969824477798,0.2097830874759919,688.3816561618931,120.0,2.433405849468571,0.9898138548976687,1603.9360541809792,0.26494839780011586,611.9381219966617
55,12.170906159700417,1.0,0.0,0.0,0.0,0.4002730580873216,0.166299409257121,0.24724699482762402,0.24828309142629776,6726.182720016827,120.0,3363.091360008413,0.0,111.97233666924383,0.24545590186238075,55,1624.781314752216,1561.2224737156391,0.40253438306183786,6726.182720016827,1555.263929907986,0.40352833316361775,0.261634482704941,690.6588860910106,120.0,2.4881616134254587,1.1667825298669037,1608.8382865016715,0.39479710339266855,602.3115617561633
56,11.627225283079444,1.0,0.0,0.0,0.0,0.21998378014660688,0.26855408973367373,0.47730805848751656,0.2285885035704714,6473.243315133069,120.0,3236.6216575665344,0.0,106.9704726043309,0.30467664437672903,56,1609.673625371539,1565.8082168498554,0.2512278999774904,6473.243315133069,1562.7710997927752,0.23927490962387715,0.27673746711394304,689.6639316415005,120.0,2.424601471825157,0.9906699111595968,1602.377261585163,0.21946582206277748,613.1049482046619
57,12.20860115485453,1.0,0.0,0.0,0.0,0.363014318886093,0.25378000065312484,0.41083685765293965,0.3140544752764204,6539.64601792238,120.0,3269.82300896119,0.0,112.31913062466168,0.5252100980825695,57,1628.8852971412307,1540.0673594848663,0.3885452635894798,6539.64601792238,1539.5905718029935,0.3822063399191135,0.28974145620137937,740.5456291813987,120.0,2.404195533628344,0.8605401016688239,1589.5178443204422,0.3601361967465961,618.3247384362629
58,12.220681074653914,1.0,0.0,0.0,0.0,0.42136972213313373,0.2545624264412545,0.40224785815596376,0.1897914550435784,7656.017388585795,115.91666666666667,3962.8558733154364,0.0,112.43026588681602,0.5225271330053118,58,1627.5155551984253,1690.5568977947376,0.342647615193078,7656.017388585795,1687.8852478247381,0.34256285657980556,0.19305638895678195,619.7342787722514,115.91666666666667,2.457105395695914,1.6361317347764144,1792.28893462192,0.41481688814179646,626.4590364960417
59,12.178796776424452,1.0,0.0,0.0,0.0,0.3000455107781872,0.21135209034148583,0.36676443756132776,0.16323160712487922,7123.425329273912,120.0,3561.712664636956,0.0,112.04493034310495,0.25810110941140524,59,1618.1684616891268,1615.7763254862614,0.32064747849045927,7123.425329273912,1614.8668907462225,0.3163338020644806,0.1895676426022064,620.2891215135899,120.0,2.3909038505038986,1.2051700094378315,1668.38067507896,0.29834977144961466,589.0848914007775
60,12.105250988013024,1.0,0.0,0.0,0.0,0.2609842469580324,0.18396165638016548,0.2908583156780607,0.12892149439965603,6326.906922499505,120.0,3163.4534612497523,0.0,111.36830908971983,0.4222009916049994,60,1613.7232151996714,1522.465044642045,0.2529412870350645,6326.906922499505,1525.812187751017,0.2550351397933211,0.14523194913205068,841.0868276186075,120.0,2.451886972218757,1.209722607881199,1571.1732627557099,0.2592635674451252,653.3220583306141
